  7.46283077,  -6.43602473,   4.43401298
  8.10321027,  -4.69693654,   3.3402361 
 10.74681857,  -6.30313193,  -0.43966133
 11.24754657,  -5.53562369,  -0.41993764
  7.09727495,  -6.10400131,   3.00060042
  8.71259798,  -5.96199554,  -0.91883201
-10.4643127 ,  -2.66025676,  -2.65138344
-10.39867147,  -1.99478147,  -2.19636731
 -9.70152758,  -2.60152179,  -2.40326986
 -9.84566327,  -2.79779677,  -2.3509166 
-10.94865647,  -3.04612308,  -3.69773561
-10.14863354,  -2.85598886,  -3.02139537
  9.70769403,   1.54895872,   0.90222736
 10.27605922,   7.44780917,  -3.06368045
 10.961535  ,   5.45007675,  -2.36988517
  9.78269245,   9.80106335,  -1.37312575
 10.53246403,   4.32869086,  -2.41778412
  8.93901046,   4.42192104,   0.80956529
-10.76078628,   3.61410075,   2.85075024
-10.92249085,   1.20505264,   0.37212421
 -9.70663084,   5.02663466,   4.59393011
 -9.73502468,   4.430821  ,   3.56621488
-10.93733664,   3.71905355,   3.45431308
